service_provider,technology,download/upload,speed,signal_strength,state,Month,Year
AIRTEL,4G,download,824,-94,Kerala,March,2019
AIRTEL,4G,download,30561,-105,Kerala,March,2019
AIRTEL,4G,download,1098,-98.05,Kerala,March,2019
AIRTEL,4G,download,31,-76,Kerala,March,2019
AIRTEL,4G,download,5009,-108,Kerala,March,2019
AIRTEL,4G,download,3480,-98.05,Kerala,March,2019
AIRTEL,4G,download,32691,-99,Kerala,March,2019
AIRTEL,4G,download,1067,-107,Kerala,March,2019
AIRTEL,4G,download,2676,-90,Kerala,March,2019
AIRTEL,4G,download,4225,-98.05,Kerala,March,2019
AIRTEL,4G,download,76397,-99,Kerala,March,2019
AIRTEL,4G,download,933,-110,Kerala,March,2019
AIRTEL,4G,download,5564,-103,Kerala,March,2019
AIRTEL,4G,download,297,-75,Kerala,March,2019
AIRTEL,4G,download,18658,-108,Kerala,March,2019
AIRTEL,4G,download,333,-98,Kerala,March,2019
AIRTEL,4G,download,18136,-100,Kerala,March,2019
AIRTEL,4G,download,14259,-89,Kerala,March,2019
AIRTEL,4G,download,18660,-98,Kerala,March,2019
AIRTEL,4G,download,1259,-98.05,Kerala,March,2019
AIRTEL,4G,download,11201,-105,Kerala,March,2019
AIRTEL,4G,download,454,-110,Kerala,March,2019
AIRTEL,4G,download,348,-98.05,Kerala,March,2019
AIRTEL,4G,download,11158,-99,Kerala,March,2019
AIRTEL,4G,download,7831,-107,Kerala,March,2019
AIRTEL,4G,download,14718,-103,Kerala,March,2019
AIRTEL,4G,download,301,-98.05,Kerala,March,2019
AIRTEL,4G,download,32716,-101,Kerala,March,2019
AIRTEL,4G,download,5471,-77,Kerala,March,2019
AIRTEL,4G,download,34812,-76,Kerala,March,2019
AIRTEL,4G,download,436,-98.05,Kerala,March,2019
AIRTEL,4G,download,1252,-97,Kerala,March,2019
AIRTEL,4G,download,1861,-100,Kerala,March,2019
AIRTEL,4G,download,7609,-108,Kerala,March,2019
AIRTEL,4G,download,34864,-92,Kerala,March,2019
AIRTEL,4G,download,27736,-79,Kerala,March,2019
AIRTEL,4G,download,835,-103,Kerala,March,2019
AIRTEL,4G,download,194,-102,Kerala,March,2019
AIRTEL,4G,download,2257,-105,Kerala,March,2019
AIRTEL,4G,download,13874,-106,Kerala,March,2019
AIRTEL,4G,download,24090,-85,Kerala,March,2019
AIRTEL,4G,download,8153,-107,Kerala,March,2019
AIRTEL,4G,download,37165,-110,Kerala,March,2019
AIRTEL,4G,download,3931,-98.05,Kerala,March,2019
AIRTEL,4G,download,469,-107,Kerala,March,2019
AIRTEL,4G,download,18316,-95,Kerala,March,2019
AIRTEL,4G,download,5561,-98.05,Kerala,March,2019
AIRTEL,4G,download,19730,-83,Kerala,March,2019
AIRTEL,4G,download,10168,-97,Kerala,March,2019
AIRTEL,4G,download,44116,-98,Kerala,March,2019
AIRTEL,4G,download,1525,-109,Kerala,March,2019
AIRTEL,4G,download,6974,-98.05,Kerala,March,2019
AIRTEL,4G,download,9107,-104,Kerala,March,2019
AIRTEL,4G,download,9368,-110,Kerala,March,2019
AIRTEL,4G,download,4041,-83,Kerala,March,2019
AIRTEL,4G,download,6140,-98.05,Kerala,March,2019
AIRTEL,4G,download,1539,-98.05,Kerala,March,2019
AIRTEL,4G,download,12667,-88,Kerala,March,2019
AIRTEL,4G,download,1784,-106,Kerala,March,2019
AIRTEL,4G,download,490,-97,Kerala,March,2019
AIRTEL,4G,download,11646,-102,Kerala,March,2019
AIRTEL,4G,download,6110,-92,Kerala,March,2019
AIRTEL,4G,download,5135,-97,Kerala,March,2019
AIRTEL,4G,download,433,-93,Kerala,March,2019
AIRTEL,4G,download,15128,-91,Kerala,March,2019
AIRTEL,4G,download,27085,-111,Kerala,March,2019
AIRTEL,4G,download,734,-107,Kerala,March,2019
AIRTEL,4G,download,35,-98.05,Kerala,March,2019
AIRTEL,4G,download,22106,-110,Kerala,March,2019
AIRTEL,4G,download,11292,-85,Kerala,March,2019
AIRTEL,4G,download,11472,-98.05,Kerala,March,2019
AIRTEL,4G,download,1023,-88,Kerala,March,2019
AIRTEL,4G,download,5440,-103,Kerala,March,2019
AIRTEL,4G,download,1270,-107,Kerala,March,2019
AIRTEL,4G,download,7260,-98.05,Kerala,March,2019
AIRTEL,4G,download,30773,-99,Kerala,March,2019
AIRTEL,4G,download,2262,-108,Kerala,March,2019
AIRTEL,4G,download,15505,-104,Kerala,March,2019
AIRTEL,4G,download,334,-98.05,Kerala,March,2019
AIRTEL,4G,download,25595,-88,Kerala,March,2019
AIRTEL,4G,download,2514,-88,Kerala,March,2019
AIRTEL,4G,download,18007,-71,Kerala,March,2019
AIRTEL,4G,download,70383,-80,Kerala,March,2019
AIRTEL,4G,download,109,-109,Kerala,March,2019
AIRTEL,4G,download,23,-103,Kerala,March,2019
AIRTEL,4G,download,15669,-97,Kerala,March,2019
AIRTEL,4G,download,28360,-86,Kerala,March,2019
AIRTEL,4G,download,15713,-103,Kerala,March,2019
AIRTEL,4G,download,26634,-93,Kerala,March,2019
AIRTEL,4G,download,30260,-105,Kerala,March,2019
AIRTEL,4G,download,12964,-98.05,Kerala,March,2019
AIRTEL,4G,download,518,-98.05,Kerala,March,2019
AIRTEL,4G,download,4427,-95,Kerala,March,2019
AIRTEL,4G,download,2317,-111,Kerala,March,2019
AIRTEL,4G,download,53621,-93,Kerala,March,2019
AIRTEL,4G,download,430,-112,Kerala,March,2019
AIRTEL,4G,download,3390,-84,Kerala,March,2019
AIRTEL,4G,download,7401,-98.05,Kerala,March,2019
AIRTEL,4G,download,222,-98.05,Kerala,March,2019
AIRTEL,4G,download,11933,-107,Kerala,March,2019
AIRTEL,4G,download,10519,-111,Kerala,March,2019
AIRTEL,4G,download,32278,-95,Kerala,March,2019
AIRTEL,4G,download,1694,-112,Kerala,March,2019
AIRTEL,4G,download,8532,-99,Kerala,March,2019
AIRTEL,4G,download,899,-74,Kerala,March,2019
AIRTEL,4G,download,3015,-104,Kerala,March,2019
AIRTEL,4G,download,526,-97,Kerala,March,2019
AIRTEL,4G,download,60100,-72,Kerala,March,2019
AIRTEL,4G,download,20151,-103,Kerala,March,2019
AIRTEL,4G,download,4665,-99,Kerala,March,2019
AIRTEL,4G,download,820,-98.05,Kerala,March,2019
AIRTEL,4G,download,51087,-97,Kerala,March,2019
AIRTEL,4G,download,11326,-105,Kerala,March,2019
AIRTEL,4G,download,2870,-104,Kerala,March,2019
AIRTEL,4G,download,51521,-105,Kerala,March,2019
AIRTEL,4G,download,1365,-91,Kerala,March,2019
AIRTEL,4G,download,21881,-98.05,Kerala,March,2019
AIRTEL,4G,download,19951,-100,Kerala,March,2019
AIRTEL,4G,download,4072,-98.05,Kerala,March,2019
AIRTEL,4G,download,2090,-111,Kerala,March,2019
AIRTEL,4G,download,2008,-98,Kerala,March,2019
AIRTEL,4G,download,33747,-94,Kerala,March,2019
AIRTEL,4G,download,280,-104,Kerala,March,2019
AIRTEL,4G,download,14993,-98.05,Kerala,March,2019
AIRTEL,4G,upload,3315,-112,Kerala,March,2019
AIRTEL,4G,upload,5720,-91,Kerala,March,2019
AIRTEL,4G,upload,25,-93,Kerala,March,2019
AIRTEL,4G,upload,118,-81,Kerala,March,2019
AIRTEL,4G,upload,1294,-106,Kerala,March,2019
AIRTEL,4G,upload,73,-98.80412371,Kerala,March,2019
AIRTEL,4G,upload,3,-98.80412371,Kerala,March,2019
AIRTEL,4G,upload,3777,-102,Kerala,March,2019
AIRTEL,4G,upload,2695,-83,Kerala,March,2019
AIRTEL,4G,upload,4866,-104,Kerala,March,2019
AIRTEL,4G,upload,1629,-101,Kerala,March,2019
AIRTEL,4G,upload,2707,-98.80412371,Kerala,March,2019
AIRTEL,4G,upload,3811,-109,Kerala,March,2019
AIRTEL,4G,upload,269,-106,Kerala,March,2019
AIRTEL,4G,upload,1193,-98.80412371,Kerala,March,2019
AIRTEL,4G,upload,1598,-100,Kerala,March,2019
AIRTEL,4G,upload,2466,-104,Kerala,March,2019
AIRTEL,4G,upload,1426,-110,Kerala,March,2019
AIRTEL,4G,upload,8064,-111,Kerala,March,2019
AIRTEL,4G,upload,7399,-94,Kerala,March,2019
AIRTEL,4G,upload,7694,-89,Kerala,March,2019
AIRTEL,4G,upload,1424,-98.80412371,Kerala,March,2019
AIRTEL,4G,upload,6975,-88,Kerala,March,2019
AIRTEL,4G,upload,528,-95,Kerala,March,2019
AIRTEL,4G,upload,485,-111,Kerala,March,2019
AIRTEL,4G,upload,5071,-85,Kerala,March,2019
AIRTEL,4G,upload,202,-109,Kerala,March,2019
AIRTEL,4G,upload,27,-98.80412371,Kerala,March,2019
AIRTEL,4G,upload,2169,-107,Kerala,March,2019
AIRTEL,4G,upload,7779,-67,Kerala,March,2019
AIRTEL,4G,upload,463,-98.80412371,Kerala,March,2019
AIRTEL,4G,upload,932,-98.80412371,Kerala,March,2019
AIRTEL,4G,upload,408,-111,Kerala,March,2019
AIRTEL,4G,upload,913,-98.80412371,Kerala,March,2019
AIRTEL,4G,upload,118,-95,Kerala,March,2019
AIRTEL,4G,upload,2592,-103,Kerala,March,2019
AIRTEL,4G,upload,1312,-107,Kerala,March,2019
AIRTEL,4G,upload,1651,-98.80412371,Kerala,March,2019
AIRTEL,4G,upload,657,-98.80412371,Kerala,March,2019
AIRTEL,4G,upload,5755,-94,Kerala,March,2019
AIRTEL,4G,upload,34,-103,Kerala,March,2019
AIRTEL,4G,upload,83,-106,Kerala,March,2019
AIRTEL,4G,upload,455,-106,Kerala,March,2019
AIRTEL,4G,upload,6913,-97,Kerala,March,2019
AIRTEL,4G,upload,471,-107,Kerala,March,2019
AIRTEL,4G,upload,53,-108,Kerala,March,2019
AIRTEL,4G,upload,747,-109,Kerala,March,2019
AIRTEL,4G,upload,8542,-88,Kerala,March,2019
AIRTEL,4G,upload,2049,-102,Kerala,March,2019
AIRTEL,4G,upload,4729,-95,Kerala,March,2019
AIRTEL,4G,upload,5309,-107,Kerala,March,2019
AIRTEL,4G,upload,695,-100,Kerala,March,2019
AIRTEL,4G,upload,190,-98.80412371,Kerala,March,2019
AIRTEL,4G,upload,2952,-100,Kerala,March,2019
AIRTEL,4G,upload,3464,-87,Kerala,March,2019
AIRTEL,4G,upload,23,-111,Kerala,March,2019
AIRTEL,4G,upload,3747,-101,Kerala,March,2019
AIRTEL,4G,upload,5457,-98,Kerala,March,2019
AIRTEL,4G,upload,1594,-98.80412371,Kerala,March,2019
AIRTEL,4G,upload,1600,-104,Kerala,March,2019
AIRTEL,4G,upload,854,-104,Kerala,March,2019
AIRTEL,4G,upload,3184,-106,Kerala,March,2019
AIRTEL,4G,upload,1136,-97,Kerala,March,2019
AIRTEL,4G,upload,3804,-99,Kerala,March,2019
AIRTEL,4G,upload,5158,-56,Kerala,March,2019
AIRTEL,4G,upload,2223,-92,Kerala,March,2019
AIRTEL,4G,upload,41,-98.80412371,Kerala,March,2019
AIRTEL,4G,upload,898,-98.80412371,Kerala,March,2019
AIRTEL,4G,upload,6534,-85,Kerala,March,2019
AIRTEL,4G,upload,467,-104,Kerala,March,2019
AIRTEL,4G,upload,5,-94,Kerala,March,2019
AIRTEL,4G,upload,995,-80,Kerala,March,2019
AIRTEL,4G,upload,2895,-95,Kerala,March,2019
AIRTEL,4G,upload,384,-105,Kerala,March,2019
AIRTEL,4G,upload,39,-106,Kerala,March,2019
AIRTEL,4G,upload,265,-102,Kerala,March,2019
AIRTEL,4G,upload,654,-99,Kerala,March,2019
AIRTEL,4G,upload,5168,-98.80412371,Kerala,March,2019
AIRTEL,4G,upload,1424,-109,Kerala,March,2019
AIRTEL,4G,upload,29,-110,Kerala,March,2019
AIRTEL,4G,upload,2920,-98.80412371,Kerala,March,2019
AIRTEL,4G,upload,301,-86,Kerala,March,2019
AIRTEL,4G,upload,850,-100,Kerala,March,2019
AIRTEL,4G,upload,1575,-98.80412371,Kerala,March,2019
AIRTEL,4G,upload,2549,-90,Kerala,March,2019
AIRTEL,4G,upload,3111,-101,Kerala,March,2019
AIRTEL,4G,upload,5215,-86,Kerala,March,2019
AIRTEL,4G,upload,771,-98,Kerala,March,2019
AIRTEL,4G,upload,2127,-106,Kerala,March,2019
AIRTEL,4G,upload,73,-76,Kerala,March,2019
AIRTEL,4G,upload,1964,-102,Kerala,March,2019
AIRTEL,4G,upload,666,-112,Kerala,March,2019
AIRTEL,4G,upload,1794,-76,Kerala,March,2019
AIRTEL,4G,upload,1560,-112,Kerala,March,2019
AIRTEL,4G,upload,4435,-88,Kerala,March,2019
AIRTEL,4G,upload,4108,-106,Kerala,March,2019
AIRTEL,4G,upload,5438,-93,Kerala,March,2019
AIRTEL,4G,upload,3705,-98.80412371,Kerala,March,2019
AIRTEL,4G,upload,44,-107,Kerala,March,2019
AIRTEL,4G,upload,2761,-99,Kerala,March,2019
AIRTEL,4G,upload,2154,-101,Kerala,March,2019
AIRTEL,4G,upload,4825,-90,Kerala,March,2019
AIRTEL,4G,upload,1395,-100,Kerala,March,2019
AIRTEL,4G,upload,74,-112,Kerala,March,2019
AIRTEL,4G,upload,642,-101,Kerala,March,2019
AIRTEL,4G,upload,136,-98.80412371,Kerala,March,2019
AIRTEL,4G,upload,326,-98.80412371,Kerala,March,2019
AIRTEL,4G,upload,1713,-98.80412371,Kerala,March,2019
AIRTEL,4G,upload,7266,-67,Kerala,March,2019
AIRTEL,4G,upload,5488,-98,Kerala,March,2019
AIRTEL,4G,upload,179,-111,Kerala,March,2019
AIRTEL,4G,upload,202,-104,Kerala,March,2019
AIRTEL,4G,upload,589,-100,Kerala,March,2019
AIRTEL,4G,upload,2050,-98.80412371,Kerala,March,2019
AIRTEL,4G,upload,34,-98.80412371,Kerala,March,2019
AIRTEL,4G,upload,5345,-98.80412371,Kerala,March,2019
AIRTEL,4G,upload,1903,-106,Kerala,March,2019
AIRTEL,4G,upload,92,-98.80412371,Kerala,March,2019
AIRTEL,4G,upload,69,-98.80412371,Kerala,March,2019
AIRTEL,4G,upload,802,-104,Kerala,March,2019
AIRTEL,4G,upload,7314,-107,Kerala,March,2019
AIRTEL,4G,upload,2421,-102,Kerala,March,2019
AIRTEL,4G,upload,4575,-102,Kerala,March,2019
AIRTEL,4G,upload,719,-101,Kerala,March,2019
AIRTEL,3G,download,1921,-91,Kerala,March,2019
AIRTEL,3G,download,291,-95,Kerala,March,2019
AIRTEL,3G,download,542,-77,Kerala,March,2019
AIRTEL,3G,download,242,-89.57142857,Kerala,March,2019
AIRTEL,3G,download,645,-99,Kerala,March,2019
AIRTEL,3G,download,2075,-89.57142857,Kerala,March,2019
AIRTEL,3G,download,1050,-85,Kerala,March,2019
AIRTEL,3G,download,8364,-85,Kerala,March,2019
AIRTEL,3G,download,1521,-95,Kerala,March,2019
AIRTEL,3G,upload,1521,-88.14285714,Kerala,March,2019
AIRTEL,3G,upload,436,-85,Kerala,March,2019
AIRTEL,3G,upload,362,-88.14285714,Kerala,March,2019
AIRTEL,3G,upload,1660,-95,Kerala,March,2019
AIRTEL,3G,upload,962,-77,Kerala,March,2019
AIRTEL,3G,upload,56,-87,Kerala,March,2019
AIRTEL,3G,upload,30,-93,Kerala,March,2019
AIRTEL,3G,upload,561,-95,Kerala,March,2019
AIRTEL,3G,upload,1013,-85,Kerala,March,2019
JIO,4G,download,10454,-97,Kerala,March,2019
JIO,4G,download,58051,-50,Kerala,March,2019
JIO,4G,download,11046,-83.36862745,Kerala,March,2019
JIO,4G,download,67621,-64,Kerala,March,2019
JIO,4G,download,68023,-68,Kerala,March,2019
JIO,4G,download,67829,-64,Kerala,March,2019
JIO,4G,download,66761,-68,Kerala,March,2019
JIO,4G,download,65791,-63,Kerala,March,2019
JIO,4G,download,68078,-65,Kerala,March,2019
JIO,4G,download,5772,-97,Kerala,March,2019
JIO,4G,download,35371,-62,Kerala,March,2019
JIO,4G,download,37763,-65,Kerala,March,2019
JIO,4G,download,10562,-83.36862745,Kerala,March,2019
JIO,4G,download,3761,-106,Kerala,March,2019
JIO,4G,download,44877,-61,Kerala,March,2019
JIO,4G,download,1397,-111,Kerala,March,2019
JIO,4G,download,1115,-110,Kerala,March,2019
JIO,4G,download,48915,-59,Kerala,March,2019
JIO,4G,download,677,-106,Kerala,March,2019
JIO,4G,download,66487,-63,Kerala,March,2019
JIO,4G,download,9912,-111,Kerala,March,2019
JIO,4G,download,11763,-92,Kerala,March,2019
JIO,4G,download,67936,-59,Kerala,March,2019
JIO,4G,download,211,-101,Kerala,March,2019
JIO,4G,download,46928,-50,Kerala,March,2019
JIO,4G,download,46990,-77,Kerala,March,2019
JIO,4G,download,28948,-57,Kerala,March,2019
JIO,4G,download,2392,-83.36862745,Kerala,March,2019
JIO,4G,download,65627,-63,Kerala,March,2019
JIO,4G,download,1570,-108,Kerala,March,2019
JIO,4G,download,50476,-68,Kerala,March,2019
JIO,4G,download,4554,-108,Kerala,March,2019
JIO,4G,download,67824,-76,Kerala,March,2019
JIO,4G,download,30702,-79,Kerala,March,2019
JIO,4G,download,68002,-58,Kerala,March,2019
JIO,4G,download,16745,-97,Kerala,March,2019
JIO,4G,download,679,-106,Kerala,March,2019
JIO,4G,download,68109,-68,Kerala,March,2019
JIO,4G,download,14347,-100,Kerala,March,2019
JIO,4G,download,67727,-75,Kerala,March,2019
JIO,4G,download,38342,-60,Kerala,March,2019
JIO,4G,download,1247,-83.36862745,Kerala,March,2019
JIO,4G,download,40764,-91,Kerala,March,2019
JIO,4G,download,26488,-50,Kerala,March,2019
JIO,4G,download,67920,-66,Kerala,March,2019
JIO,4G,download,61197,-59,Kerala,March,2019
JIO,4G,download,45902,-109,Kerala,March,2019
JIO,4G,download,46347,-62,Kerala,March,2019
JIO,4G,download,471,-83.36862745,Kerala,March,2019
JIO,4G,download,42582,-50,Kerala,March,2019
JIO,4G,download,10348,-85,Kerala,March,2019
JIO,4G,download,1413,-107,Kerala,March,2019
JIO,4G,download,67387,-75,Kerala,March,2019
JIO,4G,download,2745,-107,Kerala,March,2019
JIO,4G,download,2073,-83.36862745,Kerala,March,2019
JIO,4G,download,36534,-63,Kerala,March,2019
JIO,4G,download,2230,-112,Kerala,March,2019
JIO,4G,download,66353,-58,Kerala,March,2019
JIO,4G,download,43035,-56,Kerala,March,2019
JIO,4G,download,3048,-87,Kerala,March,2019
JIO,4G,download,15206,-83.36862745,Kerala,March,2019
JIO,4G,download,7867,-105,Kerala,March,2019
JIO,4G,download,38685,-62,Kerala,March,2019
JIO,4G,download,68079,-77,Kerala,March,2019
JIO,4G,download,49362,-76,Kerala,March,2019
JIO,4G,download,50278,-56,Kerala,March,2019
JIO,4G,download,68038,-60,Kerala,March,2019
JIO,4G,download,45475,-64,Kerala,March,2019
JIO,4G,download,231,-83.36862745,Kerala,March,2019
JIO,4G,download,11951,-78,Kerala,March,2019
JIO,4G,download,11541,-101,Kerala,March,2019
JIO,4G,download,14433,-108,Kerala,March,2019
JIO,4G,download,2099,-111,Kerala,March,2019
JIO,4G,download,67866,-68,Kerala,March,2019
JIO,4G,download,66940,-77,Kerala,March,2019
JIO,4G,download,28334,-78,Kerala,March,2019
JIO,4G,download,10850,-106,Kerala,March,2019
JIO,4G,download,45128,-63,Kerala,March,2019
JIO,4G,download,67856,-77,Kerala,March,2019
JIO,4G,download,14541,-111,Kerala,March,2019
JIO,4G,download,1613,-109,Kerala,March,2019
JIO,4G,download,68012,-68,Kerala,March,2019
JIO,4G,download,2477,-106,Kerala,March,2019
JIO,4G,download,34403,-76,Kerala,March,2019
JIO,4G,download,2668,-96,Kerala,March,2019
JIO,4G,download,2617,-96,Kerala,March,2019
JIO,4G,download,3176,-105,Kerala,March,2019
JIO,4G,download,68014,-75,Kerala,March,2019
JIO,4G,download,67774,-59,Kerala,March,2019
JIO,4G,download,9343,-108,Kerala,March,2019
JIO,4G,download,67865,-68,Kerala,March,2019
JIO,4G,download,67874,-59,Kerala,March,2019
JIO,4G,download,29341,-105,Kerala,March,2019
JIO,4G,download,19385,-83.36862745,Kerala,March,2019
JIO,4G,download,67783,-68,Kerala,March,2019
JIO,4G,download,67451,-62,Kerala,March,2019
JIO,4G,download,25,-105,Kerala,March,2019
JIO,4G,download,5624,-104,Kerala,March,2019
JIO,4G,download,8385,-83.36862745,Kerala,March,2019
JIO,4G,download,1540,-80,Kerala,March,2019
JIO,4G,download,65347,-62,Kerala,March,2019
JIO,4G,download,15962,-96,Kerala,March,2019
JIO,4G,download,1174,-83.36862745,Kerala,March,2019
JIO,4G,download,57370,-65,Kerala,March,2019
JIO,4G,download,2345,-111,Kerala,March,2019
JIO,4G,download,48456,-63,Kerala,March,2019
JIO,4G,download,243,-109,Kerala,March,2019
JIO,4G,download,67639,-56,Kerala,March,2019
JIO,4G,download,1331,-104,Kerala,March,2019
JIO,4G,download,6277,-94,Kerala,March,2019
JIO,4G,download,25116,-108,Kerala,March,2019
JIO,4G,download,37541,-60,Kerala,March,2019
JIO,4G,download,30100,-78,Kerala,March,2019
JIO,4G,download,49589,-68,Kerala,March,2019
JIO,4G,download,67839,-73,Kerala,March,2019
JIO,4G,download,4098,-107,Kerala,March,2019
JIO,4G,download,67913,-68,Kerala,March,2019
JIO,4G,download,15175,-83.36862745,Kerala,March,2019
JIO,4G,download,50340,-64,Kerala,March,2019
JIO,4G,download,67596,-68,Kerala,March,2019
JIO,4G,download,67278,-65,Kerala,March,2019
JIO,4G,download,4081,-103,Kerala,March,2019
JIO,4G,download,29378,-58,Kerala,March,2019
JIO,4G,download,13162,-76,Kerala,March,2019
JIO,4G,download,1380,-107,Kerala,March,2019
JIO,4G,download,640,-83.36862745,Kerala,March,2019
JIO,4G,download,67072,-77,Kerala,March,2019
JIO,4G,download,48882,-59,Kerala,March,2019
JIO,4G,download,6388,-98,Kerala,March,2019
JIO,4G,download,28472,-78,Kerala,March,2019
JIO,4G,download,2173,-83.36862745,Kerala,March,2019
JIO,4G,download,46122,-64,Kerala,March,2019
JIO,4G,download,14523,-100,Kerala,March,2019
JIO,4G,download,41049,-76,Kerala,March,2019
JIO,4G,download,462,-98,Kerala,March,2019
JIO,4G,download,2212,-104,Kerala,March,2019
JIO,4G,download,16435,-98,Kerala,March,2019
JIO,4G,download,8614,-89,Kerala,March,2019
JIO,4G,download,68030,-65,Kerala,March,2019
JIO,4G,download,66455,-66,Kerala,March,2019
JIO,4G,download,66150,-55,Kerala,March,2019
JIO,4G,download,23312,-106,Kerala,March,2019
JIO,4G,download,1899,-100,Kerala,March,2019
JIO,4G,download,586,-111,Kerala,March,2019
JIO,4G,download,10673,-83,Kerala,March,2019
JIO,4G,download,67956,-64,Kerala,March,2019
JIO,4G,download,67578,-60,Kerala,March,2019
JIO,4G,download,67840,-64,Kerala,March,2019
JIO,4G,download,370,-110,Kerala,March,2019
JIO,4G,download,20456,-107,Kerala,March,2019
JIO,4G,download,833,-83.36862745,Kerala,March,2019
JIO,4G,download,30682,-109,Kerala,March,2019
JIO,4G,download,4372,-83.36862745,Kerala,March,2019
JIO,4G,download,67531,-64,Kerala,March,2019
JIO,4G,download,67858,-64,Kerala,March,2019
JIO,4G,download,68040,-75,Kerala,March,2019
JIO,4G,download,1386,-109,Kerala,March,2019
JIO,4G,download,12900,-98,Kerala,March,2019
JIO,4G,download,48619,-66,Kerala,March,2019
JIO,4G,download,50217,-63,Kerala,March,2019
JIO,4G,download,1267,-111,Kerala,March,2019
JIO,4G,download,1639,-112,Kerala,March,2019
JIO,4G,download,502,-77,Kerala,March,2019
JIO,4G,download,73147,-83.36862745,Kerala,March,2019
JIO,4G,download,67843,-58,Kerala,March,2019
JIO,4G,download,12940,-103,Kerala,March,2019
JIO,4G,download,24246,-103,Kerala,March,2019
JIO,4G,download,1115,-103,Kerala,March,2019
JIO,4G,download,37015,-104,Kerala,March,2019
JIO,4G,download,6556,-98,Kerala,March,2019
JIO,4G,download,30090,-83,Kerala,March,2019
JIO,4G,download,9197,-103,Kerala,March,2019
JIO,4G,download,38290,-64,Kerala,March,2019
JIO,4G,download,25010,-64,Kerala,March,2019
JIO,4G,download,3641,-110,Kerala,March,2019
JIO,4G,download,1338,-98,Kerala,March,2019
JIO,4G,download,67236,-66,Kerala,March,2019
JIO,4G,download,2056,-111,Kerala,March,2019
JIO,4G,download,27465,-76,Kerala,March,2019
JIO,4G,download,4310,-83.36862745,Kerala,March,2019
JIO,4G,download,1322,-104,Kerala,March,2019
JIO,4G,download,2756,-102,Kerala,March,2019
JIO,4G,download,66575,-59,Kerala,March,2019
JIO,4G,download,50970,-68,Kerala,March,2019
JIO,4G,download,839,-83.36862745,Kerala,March,2019
JIO,4G,download,924,-104,Kerala,March,2019
JIO,4G,download,35611,-57,Kerala,March,2019
JIO,4G,download,1516,-99,Kerala,March,2019
JIO,4G,download,50536,-62,Kerala,March,2019
JIO,4G,download,68032,-56,Kerala,March,2019
JIO,4G,download,1301,-111,Kerala,March,2019
JIO,4G,download,9418,-101,Kerala,March,2019
JIO,4G,download,51682,-68,Kerala,March,2019
JIO,4G,download,1055,-84,Kerala,March,2019
JIO,4G,download,764,-93,Kerala,March,2019
JIO,4G,download,9773,-83.36862745,Kerala,March,2019
JIO,4G,download,843,-105,Kerala,March,2019
JIO,4G,download,2259,-66,Kerala,March,2019
JIO,4G,download,5274,-103,Kerala,March,2019
JIO,4G,download,1793,-108,Kerala,March,2019
JIO,4G,download,12550,-83.36862745,Kerala,March,2019
JIO,4G,download,30160,-76,Kerala,March,2019
JIO,4G,download,2764,-107,Kerala,March,2019
JIO,4G,download,335,-83.36862745,Kerala,March,2019
JIO,4G,download,68106,-68,Kerala,March,2019
JIO,4G,download,881,-105,Kerala,March,2019
JIO,4G,download,1088,-83.36862745,Kerala,March,2019
JIO,4G,download,68071,-68,Kerala,March,2019
JIO,4G,download,237,-102,Kerala,March,2019
JIO,4G,download,38842,-62,Kerala,March,2019
JIO,4G,download,714,-109,Kerala,March,2019
JIO,4G,download,12,-83.36862745,Kerala,March,2019
JIO,4G,download,9573,-87,Kerala,March,2019
JIO,4G,download,938,-50,Kerala,March,2019
JIO,4G,download,30005,-50,Kerala,March,2019
JIO,4G,download,2574,-109,Kerala,March,2019
JIO,4G,download,16529,-82,Kerala,March,2019
JIO,4G,download,18108,-103,Kerala,March,2019
JIO,4G,download,3965,-103,Kerala,March,2019
JIO,4G,download,26163,-105,Kerala,March,2019
JIO,4G,download,1121,-83.36862745,Kerala,March,2019
JIO,4G,download,43084,-77,Kerala,March,2019
JIO,4G,download,13088,-83.36862745,Kerala,March,2019
JIO,4G,download,1418,-102,Kerala,March,2019
JIO,4G,download,2245,-111,Kerala,March,2019
JIO,4G,download,2019,-109,Kerala,March,2019
JIO,4G,download,3165,-94,Kerala,March,2019
JIO,4G,download,198,-83.36862745,Kerala,March,2019
JIO,4G,download,1880,-89,Kerala,March,2019
JIO,4G,download,164,-103,Kerala,March,2019
JIO,4G,download,3833,-109,Kerala,March,2019
JIO,4G,download,16332,-102,Kerala,March,2019
JIO,4G,download,13072,-83.36862745,Kerala,March,2019
JIO,4G,download,38203,-56,Kerala,March,2019
JIO,4G,download,1825,-107,Kerala,March,2019
JIO,4G,download,32646,-83.36862745,Kerala,March,2019
JIO,4G,download,67047,-68,Kerala,March,2019
JIO,4G,download,54260,-50,Kerala,March,2019
JIO,4G,download,485,-83.36862745,Kerala,March,2019
JIO,4G,download,8281,-88,Kerala,March,2019
JIO,4G,download,7884,-83.36862745,Kerala,March,2019
JIO,4G,download,66842,-63,Kerala,March,2019
JIO,4G,download,19572,-88,Kerala,March,2019
JIO,4G,download,47421,-68,Kerala,March,2019
JIO,4G,download,65872,-59,Kerala,March,2019
JIO,4G,download,3571,-105,Kerala,March,2019
JIO,4G,download,58944,-60,Kerala,March,2019
JIO,4G,download,33788,-109,Kerala,March,2019
